Entity,Code,Date,Grocery & Pharmacy Stores (%)
Afghanistan,AFG,"Feb 17, 2020",4
Afghanistan,AFG,"Feb 18, 2020",4.25
Afghanistan,AFG,"Feb 19, 2020",4
Afghanistan,AFG,"Feb 20, 2020",3.833
Afghanistan,AFG,"Feb 21, 2020",4.571
Afghanistan,AFG,"Feb 22, 2020",6.714
Afghanistan,AFG,"Feb 23, 2020",6
Afghanistan,AFG,"Feb 24, 2020",6.286
Afghanistan,AFG,"Feb 25, 2020",6.286
Afghanistan,AFG,"Feb 26, 2020",6.571
Afghanistan,AFG,"Feb 27, 2020",6.143
Afghanistan,AFG,"Feb 28, 2020",5.571
Afghanistan,AFG,"Feb 29, 2020",5
Afghanistan,AFG,"Mar 1, 2020",5.571
Afghanistan,AFG,"Mar 2, 2020",4.714
Afghanistan,AFG,"Mar 3, 2020",4.857
Afghanistan,AFG,"Mar 4, 2020",4.714
Afghanistan,AFG,"Mar 5, 2020",5.429
Afghanistan,AFG,"Mar 6, 2020",6
Afghanistan,AFG,"Mar 7, 2020",6.571
Afghanistan,AFG,"Mar 8, 2020",6.286
Afghanistan,AFG,"Mar 9, 2020",3.857
Afghanistan,AFG,"Mar 10, 2020",3
Afghanistan,AFG,"Mar 11, 2020",2.286
Afghanistan,AFG,"Mar 12, 2020",1
Afghanistan,AFG,"Mar 13, 2020",1
Afghanistan,AFG,"Mar 14, 2020",0.571
Afghanistan,AFG,"Mar 15, 2020",1.143
Afghanistan,AFG,"Mar 16, 2020",4.571
Afghanistan,AFG,"Mar 17, 2020",5.429
Afghanistan,AFG,"Mar 18, 2020",6.571
Afghanistan,AFG,"Mar 19, 2020",7.571
Afghanistan,AFG,"Mar 20, 2020",6.429
Afghanistan,AFG,"Mar 21, 2020",4.286
Afghanistan,AFG,"Mar 22, 2020",3.857
Afghanistan,AFG,"Mar 23, 2020",2.857
Afghanistan,AFG,"Mar 24, 2020",2
Afghanistan,AFG,"Mar 25, 2020",0.857
Afghanistan,AFG,"Mar 26, 2020",0.429
Afghanistan,AFG,"Mar 27, 2020",1
Afghanistan,AFG,"Mar 28, 2020",0
Afghanistan,AFG,"Mar 29, 2020",-4.286
Afghanistan,AFG,"Mar 30, 2020",-8.857
Afghanistan,AFG,"Mar 31, 2020",-13
Afghanistan,AFG,"Apr 1, 2020",-16.286
Afghanistan,AFG,"Apr 2, 2020",-19.857
Afghanistan,AFG,"Apr 3, 2020",-22.429
Afghanistan,AFG,"Apr 4, 2020",-22.429
Afghanistan,AFG,"Apr 5, 2020",-22.571
Afghanistan,AFG,"Apr 6, 2020",-21.857
Afghanistan,AFG,"Apr 7, 2020",-21.143
Afghanistan,AFG,"Apr 8, 2020",-22
Afghanistan,AFG,"Apr 9, 2020",-23.429
Afghanistan,AFG,"Apr 10, 2020",-24.714
Afghanistan,AFG,"Apr 11, 2020",-26.429
Afghanistan,AFG,"Apr 12, 2020",-27.429
Afghanistan,AFG,"Apr 13, 2020",-28.429
Afghanistan,AFG,"Apr 14, 2020",-29.571
Afghanistan,AFG,"Apr 15, 2020",-29.714
Afghanistan,AFG,"Apr 16, 2020",-29.571
Afghanistan,AFG,"Apr 17, 2020",-29.429
Afghanistan,AFG,"Apr 18, 2020",-28.429
Afghanistan,AFG,"Apr 19, 2020",-28
Afghanistan,AFG,"Apr 20, 2020",-26.571
Afghanistan,AFG,"Apr 21, 2020",-25
Afghanistan,AFG,"Apr 22, 2020",-23.143
Afghanistan,AFG,"Apr 23, 2020",-21.571
Afghanistan,AFG,"Apr 24, 2020",-21.286
Afghanistan,AFG,"Apr 25, 2020",-21.571
Afghanistan,AFG,"Apr 26, 2020",-21.714
Afghanistan,AFG,"Apr 27, 2020",-23.286
Afghanistan,AFG,"Apr 28, 2020",-24.143
Afghanistan,AFG,"Apr 29, 2020",-24.429
Afghanistan,AFG,"Apr 30, 2020",-25.429
Afghanistan,AFG,"May 1, 2020",-25.714
Afghanistan,AFG,"May 2, 2020",-25.714
Afghanistan,AFG,"May 3, 2020",-26.143
Afghanistan,AFG,"May 4, 2020",-25.429
Afghanistan,AFG,"May 5, 2020",-25.571
Afghanistan,AFG,"May 6, 2020",-26
Afghanistan,AFG,"May 7, 2020",-25.286
Afghanistan,AFG,"May 8, 2020",-24.143
Afghanistan,AFG,"May 9, 2020",-22.714
Afghanistan,AFG,"May 10, 2020",-21.429
Afghanistan,AFG,"May 11, 2020",-19.714
Afghanistan,AFG,"May 12, 2020",-17.714
Afghanistan,AFG,"May 13, 2020",-16.143
Afghanistan,AFG,"May 14, 2020",-14.286
Afghanistan,AFG,"May 15, 2020",-12
Afghanistan,AFG,"May 16, 2020",-9.714
Afghanistan,AFG,"May 17, 2020",-8.286
Afghanistan,AFG,"May 18, 2020",-6.429
Afghanistan,AFG,"Jul 3, 2020",-3.143
Afghanistan,AFG,"Jul 4, 2020",0.143
Afghanistan,AFG,"Jul 5, 2020",3.571
Afghanistan,AFG,"Jul 6, 2020",6
Afghanistan,AFG,"Jul 7, 2020",8.714
Afghanistan,AFG,"Jul 8, 2020",12
Afghanistan,AFG,"Jul 9, 2020",13.429
Afghanistan,AFG,"Jul 10, 2020",14.286
Afghanistan,AFG,"Jul 11, 2020",15
Afghanistan,AFG,"Jul 12, 2020",16.286
Afghanistan,AFG,"Jul 13, 2020",17.143
Afghanistan,AFG,"Jul 14, 2020",17.143
Afghanistan,AFG,"Jul 15, 2020",17.429
Afghanistan,AFG,"Jul 16, 2020",17.714
Afghanistan,AFG,"Jul 17, 2020",18.143
Afghanistan,AFG,"Jul 18, 2020",18.571
Afghanistan,AFG,"Jul 19, 2020",19
Afghanistan,AFG,"Jul 20, 2020",18.714
Afghanistan,AFG,"Jul 21, 2020",18.714
Afghanistan,AFG,"Jul 22, 2020",19.429
Afghanistan,AFG,"Jul 23, 2020",19.286
Afghanistan,AFG,"Jul 24, 2020",19.857
Afghanistan,AFG,"Jul 25, 2020",20.143
Afghanistan,AFG,"Jul 26, 2020",20.143
Afghanistan,AFG,"Jul 27, 2020",20.714
Afghanistan,AFG,"Jul 28, 2020",22
Afghanistan,AFG,"Jul 29, 2020",24
Afghanistan,AFG,"Jul 30, 2020",26.714
Afghanistan,AFG,"Jul 31, 2020",23.571
Afghanistan,AFG,"Aug 1, 2020",17.143
Afghanistan,AFG,"Aug 2, 2020",10.857
Afghanistan,AFG,"Aug 3, 2020",6.571
Afghanistan,AFG,"Aug 4, 2020",4
Afghanistan,AFG,"Aug 5, 2020",1.143
Afghanistan,AFG,"Aug 6, 2020",-1.714
Afghanistan,AFG,"Aug 7, 2020",0.571
Afghanistan,AFG,"Aug 8, 2020",5
Afghanistan,AFG,"Aug 9, 2020",9.714
Afghanistan,AFG,"Aug 10, 2020",15
Afghanistan,AFG,"Aug 11, 2020",17.429
Afghanistan,AFG,"Aug 12, 2020",19.429
Afghanistan,AFG,"Aug 13, 2020",20.857
Afghanistan,AFG,"Aug 14, 2020",22.143
Afghanistan,AFG,"Aug 15, 2020",25
Afghanistan,AFG,"Aug 16, 2020",27
Afghanistan,AFG,"Aug 17, 2020",27.143
Angola,AGO,"Feb 17, 2020",-2
Angola,AGO,"Feb 18, 2020",-2.5
Angola,AGO,"Feb 19, 2020",-4.4
Angola,AGO,"Feb 20, 2020",-4.5
Angola,AGO,"Feb 21, 2020",-4
Angola,AGO,"Feb 22, 2020",-3.429
Angola,AGO,"Feb 23, 2020",-3.143
Angola,AGO,"Feb 24, 2020",-3.714
Angola,AGO,"Feb 25, 2020",-6
Angola,AGO,"Feb 26, 2020",-4.714
Angola,AGO,"Feb 27, 2020",-3.571
Angola,AGO,"Feb 28, 2020",-2.429
Angola,AGO,"Feb 29, 2020",-1.286
Angola,AGO,"Mar 1, 2020",0.714
Angola,AGO,"Mar 2, 2020",3.143
Angola,AGO,"Mar 3, 2020",7
Angola,AGO,"Mar 4, 2020",8.286
Angola,AGO,"Mar 5, 2020",9
Angola,AGO,"Mar 6, 2020",8.857
Angola,AGO,"Mar 7, 2020",8.429
Angola,AGO,"Mar 8, 2020",7.286
Angola,AGO,"Mar 9, 2020",6.429
Angola,AGO,"Mar 10, 2020",5.857
Angola,AGO,"Mar 11, 2020",5
Angola,AGO,"Mar 12, 2020",4.143
Angola,AGO,"Mar 13, 2020",3.429
Angola,AGO,"Mar 14, 2020",2.714
Angola,AGO,"Mar 15, 2020",1.857
Angola,AGO,"Mar 16, 2020",1.429
Angola,AGO,"Mar 17, 2020",0.571
Angola,AGO,"Mar 18, 2020",0.714
Angola,AGO,"Mar 19, 2020",2
Angola,AGO,"Mar 20, 2020",3.714
Angola,AGO,"Mar 21, 2020",5.714
Angola,AGO,"Mar 22, 2020",4.857
Angola,AGO,"Mar 23, 2020",1.286
Angola,AGO,"Mar 24, 2020",0.571
Angola,AGO,"Mar 25, 2020",0.571
Angola,AGO,"Mar 26, 2020",2.286
Angola,AGO,"Mar 27, 2020",-2.714
Angola,AGO,"Mar 28, 2020",-9.714
Angola,AGO,"Mar 29, 2020",-14.857
Angola,AGO,"Mar 30, 2020",-16.429
Angola,AGO,"Mar 31, 2020",-20.571
Angola,AGO,"Apr 1, 2020",-25.857
Angola,AGO,"Apr 2, 2020",-34.143
Angola,AGO,"Apr 3, 2020",-36
Angola,AGO,"Apr 4, 2020",-37
Angola,AGO,"Apr 5, 2020",-36.571
Angola,AGO,"Apr 6, 2020",-36.143
Angola,AGO,"Apr 7, 2020",-35.571
Angola,AGO,"Apr 8, 2020",-35.571
Angola,AGO,"Apr 9, 2020",-34.857
Angola,AGO,"Apr 10, 2020",-35.143
Angola,AGO,"Apr 11, 2020",-34
Angola,AGO,"Apr 12, 2020",-33.857
Angola,AGO,"Apr 13, 2020",-34.857
Angola,AGO,"Apr 14, 2020",-35.143
Angola,AGO,"Apr 15, 2020",-35.714
Angola,AGO,"Apr 16, 2020",-36.286
Angola,AGO,"Apr 17, 2020",-36.286
Angola,AGO,"Apr 18, 2020",-37.571
Angola,AGO,"Apr 19, 2020",-38.286
Angola,AGO,"Apr 20, 2020",-38.143
Angola,AGO,"Apr 21, 2020",-38
Angola,AGO,"Apr 22, 2020",-38
Angola,AGO,"Apr 23, 2020",-37.571
Angola,AGO,"Apr 24, 2020",-37.143
Angola,AGO,"Apr 25, 2020",-34.714
Angola,AGO,"Apr 26, 2020",-32.143
Angola,AGO,"Apr 27, 2020",-29.571
Angola,AGO,"Apr 28, 2020",-26.286
Angola,AGO,"Apr 29, 2020",-22.286
Angola,AGO,"Apr 30, 2020",-18.714
Angola,AGO,"May 1, 2020",-18.286
Angola,AGO,"May 2, 2020",-17
Angola,AGO,"May 3, 2020",-17.571
Angola,AGO,"May 4, 2020",-18.143
Angola,AGO,"May 5, 2020",-18.857
Angola,AGO,"May 6, 2020",-20.286
Angola,AGO,"May 7, 2020",-21.143
Angola,AGO,"May 8, 2020",-19.571
Angola,AGO,"May 9, 2020",-19
Angola,AGO,"May 10, 2020",-18.857
Angola,AGO,"May 11, 2020",-18.714
Angola,AGO,"May 12, 2020",-18.714
Angola,AGO,"May 13, 2020",-18.429
Angola,AGO,"May 14, 2020",-19.286
Angola,AGO,"May 15, 2020",-19.143
Angola,AGO,"May 16, 2020",-19.857
Angola,AGO,"May 17, 2020",-19.857
Angola,AGO,"May 18, 2020",-19.714
Angola,AGO,"May 19, 2020",-20.286
Angola,AGO,"May 20, 2020",-20.571
Angola,AGO,"May 21, 2020",-20.714
Angola,AGO,"May 22, 2020",-20.714
Angola,AGO,"May 23, 2020",-20.143
Angola,AGO,"May 24, 2020",-19.571
Angola,AGO,"May 25, 2020",-18.857
Angola,AGO,"May 26, 2020",-17
Angola,AGO,"May 27, 2020",-14
Angola,AGO,"May 28, 2020",-10.857
Angola,AGO,"May 29, 2020",-7.429
Angola,AGO,"May 30, 2020",-5
Angola,AGO,"May 31, 2020",-2.286
Angola,AGO,"Jun 1, 2020",1.143
Angola,AGO,"Jun 2, 2020",2.429
Angola,AGO,"Jun 3, 2020",2.714
Angola,AGO,"Jun 4, 2020",2.429
Angola,AGO,"Jun 5, 2020",2
Angola,AGO,"Jun 6, 2020",1.286
Angola,AGO,"Jun 7, 2020",0.429
Angola,AGO,"Jun 8, 2020",-1.143
Angola,AGO,"Jun 9, 2020",-1.714
Angola,AGO,"Jun 10, 2020",-2.429
Angola,AGO,"Jun 11, 2020",-2.857
Angola,AGO,"Jun 12, 2020",-3.429
Angola,AGO,"Jun 13, 2020",-4
Angola,AGO,"Jun 14, 2020",-4.714
Angola,AGO,"Jun 15, 2020",-5.143
Angola,AGO,"Jun 16, 2020",-5.286
Angola,AGO,"Jun 17, 2020",-5.571
Angola,AGO,"Jun 18, 2020",-6.286
Angola,AGO,"Jun 19, 2020",-6.857
Angola,AGO,"Jun 20, 2020",-7.286
Angola,AGO,"Jun 21, 2020",-7.429
Angola,AGO,"Jun 22, 2020",-7.857
Angola,AGO,"Jun 23, 2020",-8
Angola,AGO,"Jun 24, 2020",-7.571
Angola,AGO,"Jun 25, 2020",-6
Angola,AGO,"Jun 26, 2020",-3.714
Angola,AGO,"Jun 27, 2020",-1.571
Angola,AGO,"Jun 28, 2020",0.286
Angola,AGO,"Jun 29, 2020",2.571
Angola,AGO,"Jun 30, 2020",5
Angola,AGO,"Jul 1, 2020",6.857
Angola,AGO,"Jul 2, 2020",7.857
Angola,AGO,"Jul 3, 2020",7.857
Angola,AGO,"Jul 4, 2020",7.571
Angola,AGO,"Jul 5, 2020",7.429
Angola,AGO,"Jul 6, 2020",7
Angola,AGO,"Jul 7, 2020",5.714
Angola,AGO,"Jul 8, 2020",4.571
Angola,AGO,"Jul 9, 2020",2.143
Angola,AGO,"Jul 10, 2020",-0.286
Angola,AGO,"Jul 11, 2020",-1.429
Angola,AGO,"Jul 12, 2020",-2.857
Angola,AGO,"Jul 13, 2020",-4.857
Angola,AGO,"Jul 14, 2020",-6.429
Angola,AGO,"Jul 15, 2020",-8.571
Angola,AGO,"Jul 16, 2020",-8.571
Angola,AGO,"Jul 17, 2020",-9
Angola,AGO,"Jul 18, 2020",-9.714
Angola,AGO,"Jul 19, 2020",-10.143
Angola,AGO,"Jul 20, 2020",-10.286
Angola,AGO,"Jul 21, 2020",-10.571
Angola,AGO,"Jul 22, 2020",-10.857
Angola,AGO,"Jul 23, 2020",-11
Angola,AGO,"Jul 24, 2020",-10.143
Angola,AGO,"Jul 25, 2020",-8.571
Angola,AGO,"Jul 26, 2020",-7.429
Angola,AGO,"Jul 27, 2020",-6.286
Angola,AGO,"Jul 28, 2020",-4.714
Angola,AGO,"Jul 29, 2020",-2.571
Angola,AGO,"Jul 30, 2020",0
Angola,AGO,"Jul 31, 2020",1.286
Angola,AGO,"Aug 1, 2020",2.429
Angola,AGO,"Aug 2, 2020",3.571
Angola,AGO,"Aug 3, 2020",4.286
Angola,AGO,"Aug 4, 2020",4.857
Angola,AGO,"Aug 5, 2020",4.571
Angola,AGO,"Aug 6, 2020",3.571
Angola,AGO,"Aug 7, 2020",2.429
Angola,AGO,"Aug 8, 2020",1.143
Angola,AGO,"Aug 9, 2020",-0.143
Angola,AGO,"Aug 10, 2020",-0.429
Angola,AGO,"Aug 11, 2020",-1
Angola,AGO,"Aug 12, 2020",-1
Angola,AGO,"Aug 13, 2020",-1.143
Angola,AGO,"Aug 14, 2020",-0.571
Angola,AGO,"Aug 15, 2020",-1
Angola,AGO,"Aug 16, 2020",-1.143
Angola,AGO,"Aug 17, 2020",-1.286
Antigua and Barbuda,ATG,"Feb 17, 2020",-2
Antigua and Barbuda,ATG,"Feb 18, 2020",-3
Antigua and Barbuda,ATG,"Feb 19, 2020",-2.6
Antigua and Barbuda,ATG,"Feb 20, 2020",-2.5
Antigua and Barbuda,ATG,"Feb 21, 2020",-2
Antigua and Barbuda,ATG,"Feb 22, 2020",-1.857
Antigua and Barbuda,ATG,"Feb 23, 2020",-1.143
Antigua and Barbuda,ATG,"Feb 24, 2020",-0.571
Antigua and Barbuda,ATG,"Feb 25, 2020",0.286
Antigua and Barbuda,ATG,"Feb 26, 2020",0.571
Antigua and Barbuda,ATG,"Feb 27, 2020",1
Antigua and Barbuda,ATG,"Feb 28, 2020",1.429
Antigua and Barbuda,ATG,"Feb 29, 2020",2.429
Antigua and Barbuda,ATG,"Mar 1, 2020",3.286
Antigua and Barbuda,ATG,"Mar 2, 2020",4.286
Antigua and Barbuda,ATG,"Mar 3, 2020",5
Antigua and Barbuda,ATG,"Mar 4, 2020",5.429
Antigua and Barbuda,ATG,"Mar 5, 2020",5.857
Antigua and Barbuda,ATG,"Mar 6, 2020",6.429
Antigua and Barbuda,ATG,"Mar 7, 2020",6.286
Antigua and Barbuda,ATG,"Mar 8, 2020",5.286
Antigua and Barbuda,ATG,"Mar 9, 2020",4.714
Antigua and Barbuda,ATG,"Mar 10, 2020",4.571
Antigua and Barbuda,ATG,"Mar 11, 2020",5.286
Antigua and Barbuda,ATG,"Mar 12, 2020",6.714
Antigua and Barbuda,ATG,"Mar 13, 2020",8.286
Antigua and Barbuda,ATG,"Mar 14, 2020",7.714
Antigua and Barbuda,ATG,"Mar 15, 2020",7.143
Antigua and Barbuda,ATG,"Mar 16, 2020",5.857
Antigua and Barbuda,ATG,"Mar 17, 2020",4.286
Antigua and Barbuda,ATG,"Mar 18, 2020",1.714
Antigua and Barbuda,ATG,"Mar 19, 2020",-0.714
Antigua and Barbuda,ATG,"Mar 20, 2020",-3.714
Antigua and Barbuda,ATG,"Mar 21, 2020",-4
Antigua and Barbuda,ATG,"Mar 22, 2020",-6.286
Antigua and Barbuda,ATG,"Mar 23, 2020",-7.571
Antigua and Barbuda,ATG,"Mar 24, 2020",-7.857
Antigua and Barbuda,ATG,"Mar 25, 2020",-7.286
Antigua and Barbuda,ATG,"Mar 26, 2020",-8
Antigua and Barbuda,ATG,"Mar 27, 2020",-7.429
Antigua and Barbuda,ATG,"Mar 28, 2020",-8.429
Antigua and Barbuda,ATG,"Mar 29, 2020",-8.857
Antigua and Barbuda,ATG,"Mar 30, 2020",-9
Antigua and Barbuda,ATG,"Mar 31, 2020",-7.286
Antigua and Barbuda,ATG,"Apr 1, 2020",-4.429
Antigua and Barbuda,ATG,"Apr 2, 2020",-14
Antigua and Barbuda,ATG,"Apr 3, 2020",-24
Antigua and Barbuda,ATG,"Apr 4, 2020",-32
Antigua and Barbuda,ATG,"Apr 5, 2020",-36.857
Antigua and Barbuda,ATG,"Apr 6, 2020",-43.143
Antigua and Barbuda,ATG,"Apr 7, 2020",-51.143
Antigua and Barbuda,ATG,"Apr 8, 2020",-60.429
Antigua and Barbuda,ATG,"Apr 9, 2020",-54.571
Antigua and Barbuda,ATG,"Apr 10, 2020",-58.429
Antigua and Barbuda,ATG,"Apr 11, 2020",-55.857
Antigua and Barbuda,ATG,"Apr 12, 2020",-55.429
Antigua and Barbuda,ATG,"Apr 13, 2020",-56.857
Antigua and Barbuda,ATG,"Apr 14, 2020",-56.714
Antigua and Barbuda,ATG,"Apr 15, 2020",-56.143
Antigua and Barbuda,ATG,"Apr 16, 2020",-58.143
Antigua and Barbuda,ATG,"Apr 17, 2020",-51.286
Antigua and Barbuda,ATG,"Apr 18, 2020",-52
Antigua and Barbuda,ATG,"Apr 19, 2020",-51.714
Antigua and Barbuda,ATG,"Apr 20, 2020",-49
Antigua and Barbuda,ATG,"Apr 21, 2020",-48.714
Antigua and Barbuda,ATG,"Apr 22, 2020",-49.143
Antigua and Barbuda,ATG,"Apr 23, 2020",-47
Antigua and Barbuda,ATG,"Apr 24, 2020",-45.429
Antigua and Barbuda,ATG,"Apr 25, 2020",-44
Antigua and Barbuda,ATG,"Apr 26, 2020",-43
Antigua and Barbuda,ATG,"Apr 27, 2020",-41.429
Antigua and Barbuda,ATG,"Apr 28, 2020",-39.429
Antigua and Barbuda,ATG,"Apr 29, 2020",-36.857
Antigua and Barbuda,ATG,"Apr 30, 2020",-36.143
Antigua and Barbuda,ATG,"May 1, 2020",-35.286
Antigua and Barbuda,ATG,"May 2, 2020",-34.143
Antigua and Barbuda,ATG,"May 3, 2020",-32.571
Antigua and Barbuda,ATG,"May 4, 2020",-35
Antigua and Barbuda,ATG,"May 5, 2020",-33.714
Antigua and Barbuda,ATG,"May 6, 2020",-32.143
Antigua and Barbuda,ATG,"May 7, 2020",-31.857
Antigua and Barbuda,ATG,"May 8, 2020",-30.857
Antigua and Barbuda,ATG,"May 9, 2020",-29.857
Antigua and Barbuda,ATG,"May 10, 2020",-29.286
Antigua and Barbuda,ATG,"May 11, 2020",-25.571
Antigua and Barbuda,ATG,"May 12, 2020",-25.714
Antigua and Barbuda,ATG,"May 13, 2020",-27
Antigua and Barbuda,ATG,"May 14, 2020",-26.571
Antigua and Barbuda,ATG,"May 15, 2020",-26.286
Antigua and Barbuda,ATG,"May 16, 2020",-26
Antigua and Barbuda,ATG,"May 17, 2020",-26.429
Antigua and Barbuda,ATG,"May 18, 2020",-25.714
Antigua and Barbuda,ATG,"May 19, 2020",-25
Antigua and Barbuda,ATG,"May 20, 2020",-24
Antigua and Barbuda,ATG,"May 21, 2020",-23.714
Antigua and Barbuda,ATG,"May 22, 2020",-23.571
Antigua and Barbuda,ATG,"May 23, 2020",-22.857
Antigua and Barbuda,ATG,"May 24, 2020",-22.571
Antigua and Barbuda,ATG,"May 25, 2020",-22.429
Antigua and Barbuda,ATG,"May 26, 2020",-22.714
Antigua and Barbuda,ATG,"May 27, 2020",-22.429
Antigua and Barbuda,ATG,"May 28, 2020",-22
Antigua and Barbuda,ATG,"May 29, 2020",-20.857
Antigua and Barbuda,ATG,"May 30, 2020",-20
Antigua and Barbuda,ATG,"May 31, 2020",-18.429
Antigua and Barbuda,ATG,"Jun 1, 2020",-21.286
Antigua and Barbuda,ATG,"Jun 2, 2020",-19.857
Antigua and Barbuda,ATG,"Jun 3, 2020",-19.429
Antigua and Barbuda,ATG,"Jun 4, 2020",-19
Antigua and Barbuda,ATG,"Jun 5, 2020",-19.571
Antigua and Barbuda,ATG,"Jun 6, 2020",-20.429
Antigua and Barbuda,ATG,"Jun 7, 2020",-21.286
Antigua and Barbuda,ATG,"Jun 8, 2020",-18.286
Antigua and Barbuda,ATG,"Jun 9, 2020",-19.286
Antigua and Barbuda,ATG,"Jun 10, 2020",-20.429
Antigua and Barbuda,ATG,"Jun 11, 2020",-21
Antigua and Barbuda,ATG,"Jun 12, 2020",-20.857
Antigua and Barbuda,ATG,"Jun 13, 2020",-20.714
Antigua and Barbuda,ATG,"Jun 14, 2020",-21
Antigua and Barbuda,ATG,"Jun 15, 2020",-20.571
Antigua and Barbuda,ATG,"Jun 16, 2020",-20.429
Antigua and Barbuda,ATG,"Jun 17, 2020",-19.857
Antigua and Barbuda,ATG,"Jun 18, 2020",-20.286
Antigua and Barbuda,ATG,"Jun 19, 2020",-20.143
Antigua and Barbuda,ATG,"Jun 20, 2020",-19.429
Antigua and Barbuda,ATG,"Jun 21, 2020",-18.714
Antigua and Barbuda,ATG,"Jun 22, 2020",-19.429
Antigua and Barbuda,ATG,"Jun 23, 2020",-19.714
Antigua and Barbuda,ATG,"Jun 24, 2020",-19.571
Antigua and Barbuda,ATG,"Jun 25, 2020",-19.429
Antigua and Barbuda,ATG,"Jun 26, 2020",-19.857
Antigua and Barbuda,ATG,"Jun 27, 2020",-20.286
Antigua and Barbuda,ATG,"Jun 28, 2020",-20
Antigua and Barbuda,ATG,"Jun 29, 2020",-19
Antigua and Barbuda,ATG,"Jun 30, 2020",-17.571
Antigua and Barbuda,ATG,"Jul 1, 2020",-16.286
Antigua and Barbuda,ATG,"Jul 2, 2020",-15.143
Antigua and Barbuda,ATG,"Jul 3, 2020",-14.143
Antigua and Barbuda,ATG,"Jul 4, 2020",-14
Antigua and Barbuda,ATG,"Jul 5, 2020",-14.571
Antigua and Barbuda,ATG,"Jul 6, 2020",-14.571
Antigua and Barbuda,ATG,"Jul 7, 2020",-15.714
Antigua and Barbuda,ATG,"Jul 8, 2020",-16.857
Antigua and Barbuda,ATG,"Jul 9, 2020",-17.429
Antigua and Barbuda,ATG,"Jul 10, 2020",-18
Antigua and Barbuda,ATG,"Jul 11, 2020",-18.429
Antigua and Barbuda,ATG,"Jul 12, 2020",-19
Antigua and Barbuda,ATG,"Jul 13, 2020",-19.286
Antigua and Barbuda,ATG,"Jul 14, 2020",-19.286
Antigua and Barbuda,ATG,"Jul 15, 2020",-18.571
Antigua and Barbuda,ATG,"Jul 16, 2020",-17.857
Antigua and Barbuda,ATG,"Jul 17, 2020",-18
Antigua and Barbuda,ATG,"Jul 18, 2020",-17.857
Antigua and Barbuda,ATG,"Jul 19, 2020",-17.429
Antigua and Barbuda,ATG,"Jul 20, 2020",-17.143
Antigua and Barbuda,ATG,"Jul 21, 2020",-17.714
Antigua and Barbuda,ATG,"Jul 22, 2020",-18.571
Antigua and Barbuda,ATG,"Jul 23, 2020",-20
Antigua and Barbuda,ATG,"Jul 24, 2020",-19.857
Antigua and Barbuda,ATG,"Jul 25, 2020",-19.714
Antigua and Barbuda,ATG,"Jul 26, 2020",-19.714
Antigua and Barbuda,ATG,"Jul 27, 2020",-19.714
Antigua and Barbuda,ATG,"Jul 28, 2020",-16.286
Antigua and Barbuda,ATG,"Jul 29, 2020",-21.429
Antigua and Barbuda,ATG,"Jul 30, 2020",-20.429
Antigua and Barbuda,ATG,"Jul 31, 2020",-19
Antigua and Barbuda,ATG,"Aug 1, 2020",-17.857
Antigua and Barbuda,ATG,"Aug 2, 2020",-15.714
Antigua and Barbuda,ATG,"Aug 3, 2020",-18.714
Antigua and Barbuda,ATG,"Aug 4, 2020",-23.857
Antigua and Barbuda,ATG,"Aug 5, 2020",-16.429
Antigua and Barbuda,ATG,"Aug 6, 2020",-15.143
Antigua and Barbuda,ATG,"Aug 7, 2020",-16.286
Antigua and Barbuda,ATG,"Aug 8, 2020",-17.143
Antigua and Barbuda,ATG,"Aug 9, 2020",-18.429
Antigua and Barbuda,ATG,"Aug 10, 2020",-15.143
Antigua and Barbuda,ATG,"Aug 11, 2020",-12.571
Antigua and Barbuda,ATG,"Aug 12, 2020",-14.429
Antigua and Barbuda,ATG,"Aug 13, 2020",-15.571
Antigua and Barbuda,ATG,"Aug 14, 2020",-15.286
Antigua and Barbuda,ATG,"Aug 15, 2020",-15.857
Antigua and Barbuda,ATG,"Aug 16, 2020",-16.143
Antigua and Barbuda,ATG,"Aug 17, 2020",-16
Argentina,ARG,"Feb 17, 2020",-5.667
Argentina,ARG,"Feb 18, 2020",-3.5
Argentina,ARG,"Feb 19, 2020",-2.8
Argentina,ARG,"Feb 20, 2020",-2.333
Argentina,ARG,"Feb 21, 2020",-1.429
Argentina,ARG,"Feb 22, 2020",-0.286
Argentina,ARG,"Feb 23, 2020",1.714
Argentina,ARG,"Feb 24, 2020",0.571
Argentina,ARG,"Feb 25, 2020",-2.286
Argentina,ARG,"Feb 26, 2020",-2
Argentina,ARG,"Feb 27, 2020",-2
Argentina,ARG,"Feb 28, 2020",-2.286
Argentina,ARG,"Feb 29, 2020",-2.286
Argentina,ARG,"Mar 1, 2020",-3
Argentina,ARG,"Mar 2, 2020",-0.143
Argentina,ARG,"Mar 3, 2020",3
Argentina,ARG,"Mar 4, 2020",3.143
Argentina,ARG,"Mar 5, 2020",3.714
Argentina,ARG,"Mar 6, 2020",4.571
Argentina,ARG,"Mar 7, 2020",4.857
Argentina,ARG,"Mar 8, 2020",5
Argentina,ARG,"Mar 9, 2020",5.143
Argentina,ARG,"Mar 10, 2020",5.571
Argentina,ARG,"Mar 11, 2020",4.143
Argentina,ARG,"Mar 12, 2020",4.714
Argentina,ARG,"Mar 13, 2020",5
Argentina,ARG,"Mar 14, 2020",4.714
Argentina,ARG,"Mar 15, 2020",6.571
